Species	Genus	Family	SubFamily	MajorGroup
Bradypodion_ventrale	Bradypodion	Chamaeleonidae	NA	Acrodonta
Bronchocela_burmana	Bronchocela	Agamidae	Draconinae	Acrodonta
Bronchocela_cristatella	Bronchocela	Agamidae	Draconinae	Acrodonta
Bronchocela_jubata	Bronchocela	Agamidae	Draconinae	Acrodonta
Bronchocela_rayaensis	Bronchocela	Agamidae	Draconinae	Acrodonta
Bronchocela_shenlong	Bronchocela	Agamidae	Draconinae	Acrodonta
Brookesia_ambreensis	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_antakarana	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_betschi	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_bonsi	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_brunoi	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_brygooi	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_confidens	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_decaryi	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_dentata	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_desperata	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_ebenaui	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_exarmata	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_griveaudi	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_karchei	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_lineata	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_micra	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_minima	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_perarmata	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_peyrierasi	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_ramanantsoai	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_stumpffi	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_superciliaris	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_therezieni	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_thieli	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_tristis	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_tuberculata	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_vadoni	Brookesia	Chamaeleonidae	NA	Acrodonta
Brookesia_valerieae	Brookesia	Chamaeleonidae	NA	Acrodonta
Bufoniceps_laungwalaensis	Bufoniceps	Agamidae	Agaminae	Acrodonta
Cachryx_alfredschmidti	Cachryx	Iguanidae	NA	Pleurodonta
Cachryx_defensor	Cachryx	Iguanidae	NA	Pleurodonta
Callisaurus_draconoides	Callisaurus	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Calotes_calotes	Calotes	Agamidae	Draconinae	Acrodonta
Calotes_ceylonensis	Calotes	Agamidae	Draconinae	Acrodonta
Calotes_chincollium	Calotes	Agamidae	Draconinae	Acrodonta
Calotes_emma	Calotes	Agamidae	Draconinae	Acrodonta
Calotes_grandisquamis	Calotes	Agamidae	Draconinae	Acrodonta
Calotes_htunwini	Calotes	Agamidae	Draconinae	Acrodonta
Calotes_irawadi	Calotes	Agamidae	Draconinae	Acrodonta
Calotes_jerdoni	Calotes	Agamidae	Draconinae	Acrodonta
Calotes_liocephalus	Calotes	Agamidae	Draconinae	Acrodonta
Calotes_liolepis	Calotes	Agamidae	Draconinae	Acrodonta
Calotes_minor	Calotes	Agamidae	Draconinae	Acrodonta
Calotes_mystaceus	Calotes	Agamidae	Draconinae	Acrodonta
Calotes_nemoricola	Calotes	Agamidae	Draconinae	Acrodonta
Calotes_nigrilabris	Calotes	Agamidae	Draconinae	Acrodonta
Calotes_versicolor	Calotes	Agamidae	Draconinae	Acrodonta
Calumma_amber	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_ambreense	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_andringitraense	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_boettgeri	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_brevicorne	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_capuroni	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_crypticum	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_cucullatum	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_fallax	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_furcifer	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_gallus	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_gastrotaenia	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_gehringi	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_glawi	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_globifer	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_guibei	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_guillaumeti	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_hafahafa	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_hilleniusi	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_linotum	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_malthe	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_marojezense	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_nasutum	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_oshaughnessyi	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_parsonii	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_peltierorum	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_peyrierasi	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_tarzan	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_tsaratananense	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_vencesi	Calumma	Chamaeleonidae	NA	Acrodonta
Calumma_vohibola	Calumma	Chamaeleonidae	NA	Acrodonta
Ceratophora_aspera	Ceratophora	Agamidae	Draconinae	Acrodonta
Ceratophora_erdeleni	Ceratophora	Agamidae	Draconinae	Acrodonta
Ceratophora_karu	Ceratophora	Agamidae	Draconinae	Acrodonta
Ceratophora_stoddartii	Ceratophora	Agamidae	Draconinae	Acrodonta
Ceratophora_tennentii	Ceratophora	Agamidae	Draconinae	Acrodonta
Chalarodon_madagascariensis	Chalarodon	Opluridae	NA	Pleurodonta
Chamaeleo_africanus	Chamaeleo	Chamaeleonidae	NA	Acrodonta
Chamaeleo_anchietae	Chamaeleo	Chamaeleonidae	NA	Acrodonta
Chamaeleo_arabicus	Chamaeleo	Chamaeleonidae	NA	Acrodonta
Chamaeleo_calcaricarens	Chamaeleo	Chamaeleonidae	NA	Acrodonta
Chamaeleo_calyptratus	Chamaeleo	Chamaeleonidae	NA	Acrodonta
Chamaeleo_chamaeleon	Chamaeleo	Chamaeleonidae	NA	Acrodonta
Chamaeleo_dilepis	Chamaeleo	Chamaeleonidae	NA	Acrodonta
Chamaeleo_gracilis	Chamaeleo	Chamaeleonidae	NA	Acrodonta
Chamaeleo_laevigatus	Chamaeleo	Chamaeleonidae	NA	Acrodonta
Chamaeleo_monachus	Chamaeleo	Chamaeleonidae	NA	Acrodonta
Chamaeleo_namaquensis	Chamaeleo	Chamaeleonidae	NA	Acrodonta
Chamaeleo_necasi	Chamaeleo	Chamaeleonidae	NA	Acrodonta
Chamaeleo_senegalensis	Chamaeleo	Chamaeleonidae	NA	Acrodonta
Chamaeleo_zeylanicus	Chamaeleo	Chamaeleonidae	NA	Acrodonta
Chelosania_brunnea	Chelosania	Agamidae	Amphibolurinae	Acrodonta
Chlamydosaurus_kingii	Chlamydosaurus	Agamidae	Amphibolurinae	Acrodonta
Conolophus_marthae	Conolophus	Iguanidae	NA	Pleurodonta
Conolophus_pallidus	Conolophus	Iguanidae	NA	Pleurodonta
Conolophus_subcristatus	Conolophus	Iguanidae	NA	Pleurodonta
Cophosaurus_texanus	Cophosaurus	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Cophotis_ceylanica	Cophotis	Agamidae	Draconinae	Acrodonta
Cophotis_dumbara	Cophotis	Agamidae	Draconinae	Acrodonta
Coryphophylax_subcristatus	Coryphophylax	Agamidae	Draconinae	Acrodonta
Corytophanes_cristatus	Corytophanes	Corytophanidae	NA	Pleurodonta
Corytophanes_hernandesii	Corytophanes	Corytophanidae	NA	Pleurodonta
Corytophanes_percarinatus	Corytophanes	Corytophanidae	NA	Pleurodonta
Crotaphytus_antiquus	Crotaphytus	Crotaphytidae	NA	Pleurodonta
Crotaphytus_bicinctores	Crotaphytus	Crotaphytidae	NA	Pleurodonta
Crotaphytus_collaris	Crotaphytus	Crotaphytidae	NA	Pleurodonta
Crotaphytus_dickersonae	Crotaphytus	Crotaphytidae	NA	Pleurodonta
Crotaphytus_grismeri	Crotaphytus	Crotaphytidae	NA	Pleurodonta
Crotaphytus_insularis	Crotaphytus	Crotaphytidae	NA	Pleurodonta
Crotaphytus_nebrius	Crotaphytus	Crotaphytidae	NA	Pleurodonta
Crotaphytus_reticulatus	Crotaphytus	Crotaphytidae	NA	Pleurodonta
Crotaphytus_vestigium	Crotaphytus	Crotaphytidae	NA	Pleurodonta
Ctenoblepharys_adspersa	Ctenoblepharys	Liolaemidae	NA	Pleurodonta
Ctenophorus_adelaidensis	Ctenophorus	Agamidae	Amphibolurinae	Acrodonta
Ctenophorus_caudicinctus	Ctenophorus	Agamidae	Amphibolurinae	Acrodonta
Ctenophorus_clayi	Ctenophorus	Agamidae	Amphibolurinae	Acrodonta
Ctenophorus_cristatus	Ctenophorus	Agamidae	Amphibolurinae	Acrodonta
Ctenophorus_decresii	Ctenophorus	Agamidae	Amphibolurinae	Acrodonta
Ctenophorus_femoralis	Ctenophorus	Agamidae	Amphibolurinae	Acrodonta
Ctenophorus_fionni	Ctenophorus	Agamidae	Amphibolurinae	Acrodonta
Ctenophorus_fordi	Ctenophorus	Agamidae	Amphibolurinae	Acrodonta
Ctenophorus_gibba	Ctenophorus	Agamidae	Amphibolurinae	Acrodonta
Ctenophorus_isolepis	Ctenophorus	Agamidae	Amphibolurinae	Acrodonta
Ctenophorus_maculatus	Ctenophorus	Agamidae	Amphibolurinae	Acrodonta
